id,value
id_0,8.026954464719216
id_1,16.52718605299617
id_2,26.41914014470998
id_3,7.29212150424757
id_4,27.072096460161898
id_5,23.995221850802167
id_6,20.871755292664826
id_7,31.25898925889487
id_8,17.80896094715087
id_9,57.279972114323684
id_10,15.51952770393126
id_11,11.478932507589857
id_12,64.59799094101604
id_13,54.97036680165619
id_14,20.079506113438253
id_15,11.950417676658136
id_16,29.39667396758133
id_17,66.50664520410105
id_18,4.208570163329649
id_19,14.854993549728608
id_20,42.36177836675819
id_21,70.73455349513164
id_22,8.096683441259875
id_23,17.897279975039368
id_24,11.54272014446681
id_25,39.899244216625696
id_26,12.979433264786984
id_27,76.68412542115827
id_28,7.873100905074272
id_29,55.78039909871882
id_30,19.381858415026255
id_31,10.457783428617097
id_32,1.7349927048131764
id_33,20.001259913619784
id_34,30.68992730406131
id_35,35.9782102740258
id_36,41.80725542971211
id_37,29.84993401341128
id_38,38.18831772901046
id_39,36.306851820179574
id_40,5.567290325960712
id_41,34.7636760836648
id_42,35.78691074009841
id_43,51.71280538021424
id_44,10.9250714892354
id_45,37.37213281321752
id_46,23.705457716683505
id_47,10.424491346221341
id_48,25.14186400772028
id_49,29.52713480793191
id_50,21.627825341647313
id_51,6.319540779772288
id_52,26.977861960075185
id_53,54.53700197269205
id_54,16.295977967581717
id_55,31.47579027442961
id_56,30.163481686251345
id_57,22.34601066699639
id_58,62.62831329067428
id_59,21.06318979449098
id_60,17.44149828519663
id_61,39.77381193331155
id_62,16.502616766103582
id_63,54.00760632567011
id_64,17.44935017654654
id_65,17.260089211340677
id_66,10.811339560637258
id_67,3.929574350437572
id_68,46.78156254274808
id_69,31.693315046087573
id_70,21.00361179670608
id_71,36.77388143481872
id_72,59.084069362895065
id_73,5.768848073348503
id_74,15.47400671022463
id_75,6.6388689770215334
id_76,37.9010824306653
id_77,15.78680028531391
id_78,28.577554994693386
id_79,21.4613029738566
id_80,21.98880373891049
id_81,36.59348778723085
id_82,21.185977465432696
id_83,77.73212474886024
id_84,36.07775627283408
id_85,30.257352355004304
id_86,23.67635035714889
id_87,28.535140451919347
id_88,23.418831041354675
id_89,21.736745528639208
id_90,31.444981064535703
id_91,37.57041425475856
id_92,5.119295513383945
id_93,37.6967903131528
id_94,54.33104770368677
id_95,14.399696811873126
id_96,36.315532872829436
id_97,11.798261199820036
id_98,29.53078276667878
id_99,4.436312122243782
id_100,17.715053071546773
id_101,24.837451343105737
id_102,15.121286170707599
id_103,15.530061091807534
id_104,19.806509361750113
id_105,37.39741062073443
id_106,26.4504094075608
id_107,10.221989230985033
id_108,13.357732587644362
id_109,70.07459096562324
id_110,48.68698023255066
id_111,10.579844380093121
id_112,29.782042339314327
id_113,12.511935005706137
id_114,16.933677623404645
id_115,23.826722654621037
id_116,24.716840876884724
id_117,7.240140813533433
id_118,16.88277453572902
id_119,19.470610731737956
id_120,73.73883939417811
id_121,23.84359620551038
id_122,33.63407753419982
id_123,27.299276507462306
id_124,10.113596381109284
id_125,44.68564411994072
id_126,13.25581177255831
id_127,19.031368372981966
id_128,30.838681879027153
id_129,59.56020986726805
id_130,22.560103035199848
id_131,24.42670602554239
id_132,59.808321818823934
id_133,16.425595612931442
id_134,15.016725518744263
id_135,6.3600660774833475
id_136,12.07926041714398
id_137,53.5042152415095
id_138,14.6431310005735
id_139,9.073250789542184
id_140,28.03807655740853
