id,value
id_0,6.259510904906727
id_1,17.287696712079494
id_2,24.66274329032008
id_3,6.957478000677281
id_4,27.702755623761057
id_5,21.86045032255098
id_6,23.72797205249413
id_7,31.404539090487177
id_8,17.467550375014287
id_9,58.50979066589903
id_10,13.354252906886938
id_11,10.375344710474666
id_12,62.20488307921913
id_13,52.321976176126
id_14,21.97186784542959
id_15,12.007759977478358
id_16,32.317991738232585
id_17,67.49140806655049
id_18,-0.9815697221581416
id_19,17.03252516519177
id_20,42.187580925589174
id_21,70.7006098118709
id_22,9.451897572868297
id_23,18.71748825164129
id_24,14.761681566193907
id_25,38.3911968997254
id_26,14.51833702201722
id_27,74.3711416462842
id_28,6.934710154714191
id_29,55.67443313420108
id_30,22.087490412319028
id_31,9.392598415109155
id_32,4.078084463468261
id_33,19.783941733387934
id_34,30.293084281087662
id_35,37.26264892925966
id_36,43.151233578054175
id_37,30.912679424130285
id_38,42.52161787312839
id_39,35.301961151551055
id_40,7.519161258210143
id_41,40.91896368944532
id_42,32.38343785675962
id_43,50.88007262270236
id_44,17.037920206431515
id_45,35.86185497060802
id_46,24.222447343140487
id_47,10.172329482299956
id_48,24.52828066325893
id_49,32.840108920027355
id_50,20.276631791812797
id_51,8.54478382905284
id_52,23.692779348588445
id_53,53.34423586015144
id_54,16.264441293233837
id_55,35.305422911399496
id_56,32.70169555669294
id_57,22.908706065790692
id_58,58.19973038385528
id_59,21.70375479399889
id_60,14.893868400286005
id_61,42.310878695872624
id_62,12.339090676620058
id_63,50.36500891018218
id_64,13.894235975417944
id_65,15.887985379137298
id_66,15.040930398890492
id_67,-1.2519707217109934
id_68,43.686815915868806
id_69,31.917195493735452
id_70,20.469320506551554
id_71,39.539550899625546
id_72,60.01851214435973
id_73,5.207251084543033
id_74,17.229915888377278
id_75,5.902496597977777
id_76,39.64413126204221
id_77,15.365115885940341
id_78,24.498509830759353
id_79,21.876685142140126
id_80,24.76084414692933
id_81,38.00715625657854
id_82,22.555168110260297
id_83,91.42126123416494
id_84,36.03289091601898
id_85,27.606424328478674
id_86,22.017915323163663
id_87,31.708030752707018
id_88,24.683850906448512
id_89,21.82397577777421
id_90,29.21672265971906
