id,value
id_0,6.151730658339571
id_1,17.671077121402064
id_2,24.61005887040372
id_3,7.265649785429506
id_4,28.362553901767786
id_5,22.40906548657037
id_6,22.49530238422655
id_7,30.258782067894014
id_8,17.539425248882136
id_9,58.203751583383045
id_10,13.482384477059483
id_11,10.747914496005919
id_12,62.20926504503467
id_13,53.07873712953983
id_14,21.883691116459985
id_15,11.609038733723603
id_16,31.158222327817914
id_17,68.31739351538926
id_18,1.165804416976177
id_19,16.809224712379375
id_20,41.81444068199406
id_21,70.81260867453346
id_22,8.948021322855432
id_23,18.467239697649827
id_24,13.61652716151157
id_25,39.39026793057612
id_26,14.513075148205823
id_27,72.93247945833174
id_28,7.659747835304917
id_29,55.22314050653379
id_30,23.068712068961457
id_31,8.649820717212945
id_32,3.102825105362913
id_33,21.28237883006901
id_34,29.197991930745303
id_35,36.67739461103552
id_36,42.30716473436397
id_37,30.21510710253057
id_38,41.859531831288386
id_39,36.373522564129196
id_40,6.980780881813527
id_41,38.51695790388937
id_42,33.05199847679809
id_43,51.022330189570994
id_44,14.833453539203475
id_45,36.73948565719618
id_46,24.245767166277194
id_47,10.573423788742401
id_48,25.264489722386944
id_49,31.528155822372753
id_50,21.426010996912225
id_51,7.432540476087851
id_52,23.558267595130435
id_53,53.43822581468154
id_54,15.61782772577746
id_55,34.90004904685848
id_56,31.936657783415587
id_57,22.21552900407625
id_58,59.776998587374045
id_59,21.607846340982302
id_60,15.898605374211698
id_61,41.93812823592159
id_62,13.951882627988567
id_63,50.8580996807199
id_64,14.813649725283318
id_65,16.367509917919705
id_66,13.862926684104586
id_67,0.5299371486406949
id_68,44.660734769762904
id_69,30.980404887094085
id_70,20.90560858207014
id_71,38.98327085924533
id_72,60.494809454620345
id_73,5.328666310240123
id_74,16.448130744100258
id_75,5.476092461569658
id_76,39.267836531609476
id_77,14.806006417088405
id_78,24.523148595888387
id_79,21.245936031065863
id_80,22.975309304309473
id_81,35.81534441944182
id_82,21.54253618566395
id_83,89.42707002933122
id_84,35.865819553039756
id_85,28.56288379561123
id_86,22.837330705915008
id_87,32.0695291647676
id_88,23.42760610272965
id_89,21.156490290159013
id_90,29.315913039450162
id_91,40.172406946351835
id_92,4.542400698142929
id_93,37.909428201043
id_94,47.76468309073932
id_95,15.683979048220616
id_96,32.682772265684406
id_97,12.494554341938107
id_98,26.424331823491997
id_99,4.265694773871282
id_100,18.21612671609203
id_101,26.528565374176935
id_102,14.146937475004547
id_103,15.776043553732963
id_104,22.448100357547002
id_105,39.767349570800356
id_106,29.626567582104467
id_107,8.177535145963791
id_108,9.771572714680913
id_109,77.04682698650508
id_110,47.089579760164376
id_111,14.76980160507731
id_112,28.550624909100176
id_113,14.707935902792691
id_114,14.989957545907002
id_115,24.692955225146278
id_116,25.247660815380808
id_117,8.69693296683369
id_118,18.091181874915236
id_119,19.134530339567366
id_120,77.40571310268399
id_121,23.6494527172478
id_122,35.85707283450325
id_123,24.945979844104375
id_124,8.524202037043862
id_125,41.6303793578378
id_126,10.410871094744278
id_127,20.410725960148085
id_128,29.23031456559842
id_129,61.210760240929154
id_130,22.248023562027708
id_131,23.441154842950493
id_132,58.51361972945626
id_133,15.651707270431288
id_134,14.210748352708697
id_135,3.662099718056622
id_136,12.26668942689804
id_137,57.56476422158201
id_138,17.130060220873286
id_139,6.960532401658148
id_140,27.97000606570045
id_141,25.104807454401683
id_142,45.338470385729295
id_143,31.978841330657474
id_144,17.639550533245895
id_145,28.09583337165182
id_146,10.951648298525319
id_147,52.38887748992474
id_148,22.494107949704983
id_149,40.17108507310905
id_150,10.208023530539718
id_151,7.5652245503931
id_152,24.51650342830023
id_153,8.150974409387496
id_154,16.833038179095947
id_155,40.53185679214344
id_156,7.926223092070934
id_157,36.23092197088936
id_158,10.319117247844899
id_159,17.98218816243069
id_160,40.20263352395434
id_161,18.12083255794175
id_162,12.723538418783667
id_163,7.6303870854738065
id_164,52.113074067474294
id_165,29.155385086768987
id_166,1.4836062551430154
id_167,14.840598895924069
id_168,62.03572068793682
id_169,13.550180772121779
id_170,63.07631881779639
id_171,37.29820358073124
id_172,25.70790602711411
id_173,19.60048550249313
id_174,60.02570505292189
id_175,22.489690314687973
id_176,21.884580202046806
id_177,36.39360404360452
id_178,11.195647826272184
id_179,31.52870372430829
id_180,16.756379929918992
id_181,11.906900779780658
id_182,55.719621152835145
id_183,47.49695647838598
id_184,17.201879499450637
id_185,35.12204536219327
id_186,26.038048932175865
id_187,69.84395755201088
id_188,9.609545198028316
id_189,57.98420562685383
id_190,38.08116743507666
id_191,17.010163978447437
id_192,30.160199163689963
id_193,1.5851902418432704
id_194,21.46444498223116
id_195,1.6270565371114045
id_196,34.93763162257559
id_197,11.47319276266055
id_198,20.361737232220115
id_199,63.96730185572283
id_200,25.81193745058218
id_201,23.185957574850892
id_202,64.61633301877026
id_203,11.252440097688583
id_204,9.503844076116433
id_205,11.212766631383886
id_206,8.16505197427898
id_207,2.76341511217149
id_208,111.37749282053049
id_209,18.382950244174406
id_210,15.369603684717157
id_211,15.981614865779582
id_212,36.99156650528787
id_213,35.549572978452716
id_214,20.341815208825874
id_215,35.01277591419859
id_216,77.12445802170498
id_217,1.3900352463713304
id_218,13.4656710170837
id_219,31.53888004499483
id_220,16.591980486474856
id_221,12.695283638991292
id_222,104.82699814643009
id_223,12.756125156259648
id_224,16.42210248491512
id_225,59.385360305915775
id_226,15.35247032383088
id_227,18.76141658666805
id_228,9.74644282146974
id_229,5.821801369092094
id_230,43.51973109638854
id_231,13.153206134538246
id_232,53.99525208938372
id_233,41.67117510210347
id_234,23.543664201705184
id_235,43.47576210729462
id_236,67.9584199479883
id_237,40.56045045869919
id_238,9.638264261036788
id_239,16.64535534139085
